start,end,word,segment_id,speaker
0.0,0.20000000298023224,I've,,
0.20000000298023224,0.5199999809265137,also,,SPEAKER_04
0.5199999809265137,0.9599999785423279,eaten,,SPEAKER_04
0.9599999785423279,2.0,um,,SPEAKER_04
3.9000000953674316,4.300000190734863,Vegan,,SPEAKER_04
4.300000190734863,4.699999809265137,sausage,,SPEAKER_04
4.699999809265137,4.980000019073486,rolls,,SPEAKER_04
5.139999866485596,5.539999961853027,Have,,SPEAKER_04
5.539999961853027,5.639999866485596,you,,SPEAKER_04
5.639999866485596,5.860000133514404,eaten,,SPEAKER_04
5.860000133514404,6.320000171661377,a,,SPEAKER_04
6.320000171661377,6.320000171661377,vegan,,SPEAKER_04
6.320000171661377,6.340000152587891,sausage,,SPEAKER_04
6.340000152587891,6.340000152587891,roll,,SPEAKER_04
6.360000133514404,6.460000038146973,I've,,SPEAKER_08
6.460000038146973,6.559999942779541,not,,SPEAKER_08
6.639999866485596,6.679999828338623,but,,SPEAKER_08
6.679999828338623,6.840000152587891,it's,,SPEAKER_08
6.840000152587891,6.940000057220459,meant,,SPEAKER_08
6.940000057220459,7.019999980926514,to,,SPEAKER_08
7.019999980926514,7.119999885559082,be,,SPEAKER_08
7.119999885559082,7.199999809265137,a,,SPEAKER_08
7.199999809265137,7.440000057220459,monster,,SPEAKER_08
7.440000057220459,7.639999866485596,hit,,SPEAKER_08
7.639999866485596,7.739999771118164,for,,SPEAKER_08
7.739999771118164,7.940000057220459,that,,SPEAKER_08
7.940000057220459,8.180000305175781,bakery,,SPEAKER_08
8.180000305175781,8.479999542236328,chain,,SPEAKER_08
8.479999542236328,8.699999809265137,isn't,,SPEAKER_08
8.699999809265137,8.699999809265137,it,,SPEAKER_08
13.619999885559082,14.020000457763672,I,,SPEAKER_05
14.020000457763672,14.420000076293945,don't,,SPEAKER_05
14.420000076293945,14.65999984741211,know,,SPEAKER_05
14.65999984741211,14.880000114440918,why,,SPEAKER_05
14.880000114440918,15.300000190734863,people,,SPEAKER_05
15.300000190734863,15.619999885559082,Why,,SPEAKER_05
15.619999885559082,15.680000305175781,are,,SPEAKER_05
15.680000305175781,15.760000228881836,you,,SPEAKER_05
15.760000228881836,16.020000457763672,laughing,,SPEAKER_05
16.020000457763672,16.219999313354492,for,,SPEAKER_05
16.360000610351562,16.700000762939453,Chris,,SPEAKER_05
16.700000762939453,16.899999618530273,why,,SPEAKER_05
16.899999618530273,16.920000076293945,are,,SPEAKER_05
16.920000076293945,17.139999389648438,you,,SPEAKER_05
17.139999389648438,17.18000030517578,laughing,,SPEAKER_05
17.18000030517578,17.5,for,,SPEAKER_05
17.719999313354492,18.020000457763672,Why,,SPEAKER_05
18.020000457763672,18.020000457763672,are,,SPEAKER_05
18.020000457763672,18.18000030517578,you,,SPEAKER_05
18.18000030517578,18.18000030517578,laughing,,SPEAKER_05
18.18000030517578,18.31999969482422,for,,SPEAKER_05
18.31999969482422,18.479999542236328,I'm,,SPEAKER_05
18.479999542236328,18.700000762939453,being,,SPEAKER_05
18.700000762939453,19.15999984741211,serious,,SPEAKER_05
19.31999969482422,19.459999084472656,I'm,,SPEAKER_05
19.459999084472656,19.65999984741211,being,,SPEAKER_05
19.65999984741211,20.040000915527344,serious,,SPEAKER_05
20.459999084472656,20.760000228881836,No,,SPEAKER_05
20.780000686645508,20.979999542236328,you,,SPEAKER_05
20.979999542236328,21.139999389648438,see,,SPEAKER_05
21.139999389648438,21.3799991607666,No,,SPEAKER_05
21.3799991607666,21.579999923706055,you,,SPEAKER_05
21.579999923706055,21.579999923706055,see,,SPEAKER_05
21.579999923706055,21.760000228881836,I'm,,SPEAKER_05
21.760000228881836,22.020000457763672,talking,,SPEAKER_05
22.020000457763672,22.440000534057617,facts,,SPEAKER_05
22.440000534057617,22.559999465942383,here,,SPEAKER_05
22.579999923706055,22.68000030517578,I,,SPEAKER_05
22.68000030517578,22.81999969482422,don't,,SPEAKER_05
22.81999969482422,23.040000915527344,do,,SPEAKER_05
23.040000915527344,23.18000030517578,if,,SPEAKER_05
23.360000610351562,23.440000534057617,buts,,SPEAKER_05
23.440000534057617,23.540000915527344,and,,SPEAKER_05
23.540000915527344,23.920000076293945,maybes,,SPEAKER_05
23.979999542236328,24.1200008392334,I,,SPEAKER_05
24.1200008392334,24.299999237060547,do,,SPEAKER_05
24.299999237060547,25.040000915527344,absolutes,,SPEAKER_05
25.600000381469727,25.799999237060547,And,,SPEAKER_05
25.979999542236328,26.360000610351562,you,,SPEAKER_05
26.360000610351562,26.360000610351562,know,,SPEAKER_05
26.3799991607666,26.6200008392334,like,,SPEAKER_05
26.6200008392334,26.65999984741211,if,,SPEAKER_05
26.65999984741211,26.84000015258789,your,,SPEAKER_05
26.84000015258789,26.940000534057617,aunt,,SPEAKER_05
26.940000534057617,27.200000762939453,had,,SPEAKER_05
27.200000762939453,27.3799991607666,balls,,SPEAKER_05
27.420000076293945,27.6200008392334,she'd,,SPEAKER_05
27.6200008392334,27.65999984741211,be,,SPEAKER_05
27.65999984741211,27.860000610351562,your,,SPEAKER_05
27.860000610351562,28.020000457763672,uncle,,SPEAKER_05
28.100000381469727,28.360000610351562,But,,SPEAKER_05
28.360000610351562,28.479999542236328,she,,SPEAKER_05
28.479999542236328,28.84000015258789,doesn't,,SPEAKER_05
28.8799991607666,29.059999465942383,so,,SPEAKER_05
29.059999465942383,29.360000610351562,she's,,SPEAKER_05
29.360000610351562,29.459999084472656,not,,SPEAKER_05
29.459999084472656,29.559999465942383,Do,,SPEAKER_05
29.559999465942383,29.600000381469727,you,,SPEAKER_05
29.600000381469727,29.700000762939453,know,,SPEAKER_05
29.700000762939453,29.81999969482422,what,,SPEAKER_05
29.81999969482422,30.18000030517578,I'm,,SPEAKER_05
30.18000030517578,30.420000076293945,trying,,SPEAKER_05
30.420000076293945,30.579999923706055,to,,SPEAKER_05
30.579999923706055,30.81999969482422,say,,SPEAKER_05
31.219999313354492,31.299999237060547,Who,,SPEAKER_05
31.540000915527344,32.099998474121094,Exactly,,SPEAKER_05
32.099998474121094,32.279998779296875,Who,,SPEAKER_05
32.540000915527344,32.79999923706055,He,,SPEAKER_05
32.79999923706055,33.20000076293945,knows,,SPEAKER_05
33.52000045776367,33.720001220703125,My,,SPEAKER_05
33.720001220703125,33.959999084472656,man,,SPEAKER_05
33.959999084472656,34.279998779296875,knows,,SPEAKER_05
34.52000045776367,34.540000915527344,Do,,SPEAKER_05
34.540000915527344,34.540000915527344,you,,SPEAKER_05
34.540000915527344,34.70000076293945,know,,SPEAKER_05
34.70000076293945,34.84000015258789,what,,SPEAKER_05
34.84000015258789,34.84000015258789,I,,SPEAKER_05
34.84000015258789,34.959999084472656,mean,,SPEAKER_05
35.18000030517578,35.47999954223633,Listen,,SPEAKER_05
35.63999938964844,36.13999938964844,Does,,SPEAKER_04
36.13999938964844,36.599998474121094,Brexit,,SPEAKER_04
36.599998474121094,38.560001373291016,make,,SPEAKER_04
38.560001373291016,39.08000183105469,my,,SPEAKER_04
39.08000183105469,39.08000183105469,passport,,SPEAKER_04
39.08000183105469,39.52000045776367,expire,,SPEAKER_04
39.58000183105469,40.08000183105469,No,,SPEAKER_04
40.41999816894531,40.619998931884766,But,,SPEAKER_04
40.619998931884766,40.70000076293945,it,,SPEAKER_04
40.70000076293945,40.880001068115234,does,,SPEAKER_04
40.880001068115234,41.02000045776367,mean,,SPEAKER_04
41.02000045776367,41.20000076293945,that,,SPEAKER_04
41.20000076293945,41.20000076293945,you,,SPEAKER_04
41.20000076293945,41.70000076293945,are,,SPEAKER_04
41.70000076293945,41.70000076293945,entitled,,SPEAKER_04
41.70000076293945,41.880001068115234,to,,SPEAKER_04
41.880001068115234,42.08000183105469,a,,SPEAKER_04
42.08000183105469,42.29999923706055,beautiful,,SPEAKER_04
42.29999923706055,42.720001220703125,new,,SPEAKER_04
42.720001220703125,43.36000061035156,blue,,SPEAKER_04
43.36000061035156,44.279998779296875,passport,,SPEAKER_04
44.7400016784668,45.13999938964844,Tomorrow,,SPEAKER_04
46.720001220703125,47.31999969482422,Tomorrow,,
47.959999084472656,48.13999938964844,Tomorrow,,SPEAKER_08
49.31999969482422,49.900001525878906,Tomorrow,,SPEAKER_08
50.41999816894531,50.720001220703125,Tomorrow,,SPEAKER_08
52.2400016784668,52.540000915527344,It's,,
52.540000915527344,53.060001373291016,tomorrow,,SPEAKER_08
53.439998626708984,53.63999938964844,No,,SPEAKER_08
53.63999938964844,53.779998779296875,it's,,SPEAKER_08
53.779998779296875,54.20000076293945,tomorrow,,SPEAKER_08
54.560001373291016,54.97999954223633,Butter,,SPEAKER_08
55.36000061035156,55.599998474121094,Butter,,SPEAKER_08
56.91999816894531,57.52000045776367,Butter,,SPEAKER_08
57.959999084472656,58.099998474121094,Butter,,SPEAKER_08
59.68000030517578,60.2599983215332,Listen,,SPEAKER_08
61.13999938964844,61.220001220703125,Butter,,SPEAKER_08
61.97999954223633,62.279998779296875,Butter,,SPEAKER_08
63.040000915527344,63.2599983215332,That's,,
63.2599983215332,63.63999938964844,it,,SPEAKER_08
64.31999969482422,64.33999633789062,Say,,SPEAKER_08
64.33999633789062,64.41999816894531,it,,SPEAKER_08
64.41999816894531,64.63999938964844,again,,SPEAKER_08
65.30000305175781,65.44000244140625,Butter,,SPEAKER_08
65.63999938964844,66.0,In,,SPEAKER_01
66.0,66.16000366210938,the,,SPEAKER_01
66.16000366210938,66.36000061035156,run,,SPEAKER_01
66.36000061035156,66.44000244140625,up,,SPEAKER_01
66.44000244140625,66.63999938964844,to,,SPEAKER_01
66.63999938964844,67.45999908447266,any,,SPEAKER_01
67.45999908447266,67.45999908447266,competition,,SPEAKER_01
67.86000061035156,68.13999938964844,Danny's,,SPEAKER_01
68.13999938964844,68.33999633789062,trainer,,SPEAKER_01
68.33999633789062,68.63999938964844,puts,,SPEAKER_01
68.63999938964844,68.77999877929688,him,,SPEAKER_01
68.77999877929688,68.9000015258789,on,,SPEAKER_01
68.9000015258789,69.05999755859375,a,,SPEAKER_01
69.05999755859375,69.33999633789062,strict,,SPEAKER_01
69.33999633789062,69.72000122070312,diet,,SPEAKER_01
71.0199966430664,71.5999984741211,Eight,,SPEAKER_02
71.5999984741211,71.81999969482422,o,,SPEAKER_02
71.81999969482422,71.81999969482422,clock,,SPEAKER_02
71.81999969482422,71.9800033569336,in,,SPEAKER_02
71.9800033569336,72.37999725341797,the,,SPEAKER_02
72.37999725341797,72.37999725341797,morning,,SPEAKER_02
72.5,72.69999694824219,I'll,,SPEAKER_02
72.69999694824219,72.95999908447266,have,,SPEAKER_02
72.95999908447266,73.36000061035156,fish,,SPEAKER_02
73.36000061035156,73.5,and,,SPEAKER_02
73.5,73.77999877929688,a,,SPEAKER_02
73.77999877929688,73.87999725341797,rice,,SPEAKER_02
73.87999725341797,74.27999877929688,cake,,SPEAKER_02
74.73999786376953,75.05999755859375,At,,SPEAKER_02
75.05999755859375,75.26000213623047,ten,,SPEAKER_02
75.26000213623047,75.63999938964844,o,,SPEAKER_02
75.63999938964844,75.63999938964844,clock,,SPEAKER_02
75.77999877929688,75.9000015258789,I'll,,SPEAKER_02
75.9000015258789,76.12000274658203,have,,SPEAKER_02
76.12000274658203,76.72000122070312,fish,,SPEAKER_02
77.5,77.91999816894531,At,,SPEAKER_02
77.91999816894531,78.37999725341797,twelve,,SPEAKER_02
78.37999725341797,78.94000244140625,o,,SPEAKER_02
78.94000244140625,78.94000244140625,clock,,SPEAKER_02
79.41999816894531,79.5999984741211,I'll,,SPEAKER_02
79.5999984741211,79.95999908447266,have,,SPEAKER_02
79.95999908447266,80.68000030517578,fish,,SPEAKER_02
80.68000030517578,80.87999725341797,and,,SPEAKER_02
80.87999725341797,81.18000030517578,a,,SPEAKER_02
81.18000030517578,81.26000213623047,rice,,SPEAKER_02
81.26000213623047,81.62000274658203,cake,,SPEAKER_02
82.22000122070312,82.54000091552734,At,,SPEAKER_02
82.54000091552734,82.80000305175781,two,,SPEAKER_02
82.80000305175781,83.18000030517578,o,,SPEAKER_02
83.18000030517578,83.18000030517578,clock,,SPEAKER_02
83.36000061035156,83.4800033569336,I'll,,SPEAKER_02
83.4800033569336,83.73999786376953,have,,SPEAKER_02
83.73999786376953,84.13999938964844,fish,,SPEAKER_02
86.91999816894531,87.4000015258789,At,,SPEAKER_02
87.4000015258789,87.87999725341797,four,,SPEAKER_02
87.87999725341797,88.4000015258789,o,,SPEAKER_02
88.4000015258789,88.4000015258789,clock,,SPEAKER_02
88.63999938964844,88.87999725341797,just,,SPEAKER_02
88.87999725341797,89.04000091552734,before,,SPEAKER_02
89.04000091552734,89.30000305175781,a,,SPEAKER_02
89.30000305175781,89.5999984741211,train,,SPEAKER_02
90.4000015258789,90.5,I'll,,SPEAKER_02
90.5,90.69999694824219,have,,SPEAKER_02
90.69999694824219,91.04000091552734,fish,,SPEAKER_02
91.04000091552734,91.13999938964844,and,,SPEAKER_02
91.13999938964844,91.22000122070312,a,,SPEAKER_02
91.22000122070312,91.45999908447266,rice,,SPEAKER_02
91.45999908447266,91.9000015258789,cake,,SPEAKER_02
92.44000244140625,92.66000366210938,I'll,,SPEAKER_02
92.66000366210938,93.05999755859375,train,,SPEAKER_02
93.95999908447266,94.19999694824219,I'll,,SPEAKER_02
94.19999694824219,94.33999633789062,have,,SPEAKER_02
94.33999633789062,94.5199966430664,me,,SPEAKER_02
94.5199966430664,94.95999908447266,fish,,SPEAKER_02
96.12000274658203,96.5,I'll,,SPEAKER_02
96.5,96.69999694824219,come,,SPEAKER_02
96.69999694824219,97.0,home,,SPEAKER_02
97.0999984741211,97.26000213623047,have,,SPEAKER_02
97.26000213623047,97.45999908447266,some,,SPEAKER_02
97.45999908447266,97.87999725341797,more,,SPEAKER_02
97.87999725341797,98.16000366210938,fish,,SPEAKER_02
98.19999694824219,98.41999816894531,So,,SPEAKER_00
98.41999816894531,98.58000183105469,this,,SPEAKER_00
98.58000183105469,98.73999786376953,is,,SPEAKER_00
98.73999786376953,99.18000030517578,my,,SPEAKER_00
99.18000030517578,99.62000274658203,lovely,,SPEAKER_00
100.31999969482422,100.31999969482422,lovely,,SPEAKER_00
100.31999969482422,100.55999755859375,dress,,SPEAKER_00
100.80000305175781,100.83999633789062,Loved,,SPEAKER_00
100.83999633789062,101.27999877929688,my,,SPEAKER_00
101.27999877929688,101.27999877929688,dress,,SPEAKER_00
101.68000030517578,101.87999725341797,White,,SPEAKER_00
101.87999725341797,102.08000183105469,was,,SPEAKER_00
102.08000183105469,102.33999633789062,obviously,,SPEAKER_00
102.33999633789062,102.58000183105469,a,,SPEAKER_00
102.58000183105469,102.58000183105469,bit,,SPEAKER_00
102.58000183105469,102.68000030517578,dodgy,,SPEAKER_00
102.76000213623047,102.9000015258789,Can,,SPEAKER_00
102.9000015258789,103.0199966430664,you,,SPEAKER_00
103.0199966430664,103.27999877929688,see,,SPEAKER_00
103.27999877929688,103.5999984741211,the,,SPEAKER_00
103.5999984741211,103.77999877929688,yellow,,SPEAKER_00
103.77999877929688,104.19999694824219,stains,,SPEAKER_00
104.19999694824219,104.95999908447266,and,,SPEAKER_00
104.95999908447266,105.30000305175781,all,,SPEAKER_00
105.30000305175781,105.31999969482422,sorts,,SPEAKER_00
105.31999969482422,105.41999816894531,of,,SPEAKER_00
105.41999816894531,105.5199966430664,stuff,,SPEAKER_00
105.54000091552734,105.77999877929688,Now,,SPEAKER_00
105.77999877929688,105.86000061035156,before,,SPEAKER_00
105.86000061035156,106.27999877929688,you,,SPEAKER_00
106.27999877929688,106.30000305175781,jump,,SPEAKER_00
106.30000305175781,106.5,to,,SPEAKER_00
106.5,106.83999633789062,any,,SPEAKER_00
106.83999633789062,107.13999938964844,conclusions,,SPEAKER_00
107.13999938964844,107.36000061035156,where,,SPEAKER_00
107.36000061035156,107.63999938964844,these,,SPEAKER_00
107.63999938964844,108.16000366210938,mysterious,,SPEAKER_00
108.16000366210938,108.54000091552734,yellow,,SPEAKER_00
108.54000091552734,108.81999969482422,stains,,SPEAKER_00
108.81999969482422,109.0999984741211,might,,SPEAKER_00
109.0999984741211,109.37999725341797,have,,SPEAKER_00
109.37999725341797,109.4000015258789,come,,SPEAKER_00
109.4000015258789,109.58000183105469,from,,SPEAKER_00
109.77999877929688,109.95999908447266,I,,SPEAKER_00
109.95999908447266,110.05999755859375,can,,SPEAKER_00
110.05999755859375,110.16000366210938,tell,,SPEAKER_00
110.16000366210938,110.31999969482422,you,,SPEAKER_00
110.31999969482422,110.31999969482422,that,,SPEAKER_00
110.31999969482422,110.37999725341797,those,,SPEAKER_00
110.37999725341797,110.5,are,,SPEAKER_00
110.5,111.08000183105469,in,,SPEAKER_00
111.08000183105469,111.08000183105469,fact,,SPEAKER_00
111.08000183105469,111.18000030517578,mustard,,SPEAKER_00
111.18000030517578,111.55999755859375,and,,SPEAKER_00
111.55999755859375,111.69999694824219,pick,,SPEAKER_00
111.69999694824219,111.73999786376953,a,,SPEAKER_00
111.73999786376953,111.91999816894531,lily,,SPEAKER_00
111.91999816894531,112.63999938964844,Woah,,SPEAKER_00
112.9000015258789,113.4000015258789,woah,,SPEAKER_07
114.5199966430664,114.5199966430664,woah,,SPEAKER_07
115.0,115.72000122070312,Mysterious,,SPEAKER_07
115.72000122070312,116.27999877929688,girl,,SPEAKER_07
117.0199966430664,117.0199966430664,Move,,SPEAKER_07
117.0199966430664,117.41999816894531,your,,SPEAKER_07
117.41999816894531,117.77999877929688,body,,SPEAKER_07
117.77999877929688,118.19999694824219,close,,SPEAKER_07
118.19999694824219,118.5999984741211,to,,SPEAKER_07
118.5999984741211,118.63999938964844,mine,,SPEAKER_07
118.86000061035156,118.9000015258789,Come,,SPEAKER_07
118.9000015258789,119.08000183105469,on,,SPEAKER_07
119.08000183105469,119.19999694824219,move,,SPEAKER_07
119.19999694824219,119.36000061035156,your,,SPEAKER_07
119.36000061035156,119.62000274658203,body,,SPEAKER_07
120.0999984741211,120.22000122070312,Come,,SPEAKER_07
120.22000122070312,120.4800033569336,on,,SPEAKER_07
120.54000091552734,120.58000183105469,move,,SPEAKER_07
120.58000183105469,120.80000305175781,your,,SPEAKER_07
120.80000305175781,121.04000091552734,body,,SPEAKER_07
122.12000274658203,122.33999633789062,I,,
122.33999633789062,122.76000213623047,stop,,SPEAKER_07
122.76000213623047,123.26000213623047,and,,SPEAKER_07
123.26000213623047,123.27999877929688,stare,,SPEAKER_07
123.27999877929688,123.68000030517578,at,,SPEAKER_07
123.68000030517578,124.0999984741211,you,,SPEAKER_07
124.31999969482422,124.80000305175781,Walking,,SPEAKER_07
124.80000305175781,125.18000030517578,on,,SPEAKER_07
125.18000030517578,125.54000091552734,the,,SPEAKER_07
125.54000091552734,126.04000091552734,shore,,SPEAKER_07
126.55999755859375,127.08000183105469,I,,SPEAKER_07
127.08000183105469,127.37999725341797,try,,SPEAKER_07
127.37999725341797,128.3800048828125,to,,SPEAKER_07
128.3800048828125,128.3800048828125,concentrate,,SPEAKER_07
128.8000030517578,129.16000366210938,My,,SPEAKER_07
129.16000366210938,129.3000030517578,mind,,SPEAKER_07
129.3000030517578,129.55999755859375,wants,,SPEAKER_07
129.55999755859375,130.3000030517578,to,,SPEAKER_07
130.3000030517578,130.3000030517578,explore,,SPEAKER_07
